action,step,loss,lr,grad_norm,cuda_max_memory_allocated_mb,cuda_max_memory_reserved_mb
REPLACE,1,0.006032378878444433,3.3333333333333335e-05,0.024513347074389458,59775.79736328125,61230.0
REPLACE,2,0.004385388456285,3.3333333333333335e-05,0.007392441853880882,60687.63330078125,61588.0
REPLACE,3,0.001710049924440682,3.3333333333333335e-05,0.002257751068100333,60688.97705078125,61588.0
REPLACE,4,0.003796511562541127,3.3333333333333335e-05,0.006041728891432285,60690.91845703125,61614.0
REPLACE,5,0.010915371589362621,0.0001,0.022297967225313187,60691.38134765625,61614.0
REPLACE,6,0.0036528778728097677,0.0001,0.010632597841322422,60691.38134765625,61614.0
REPLACE,7,0.003157110884785652,0.0001,0.005002045538276434,60692.54443359375,61614.0
REPLACE,8,0.011047630570828915,0.0001,0.021221254020929337,60692.54443359375,61614.0
REPLACE,9,0.006255948916077614,0.0001,0.011284864507615566,60692.54443359375,61614.0
REPLACE,10,0.004662724211812019,0.0001,0.008354032412171364,60692.54443359375,61614.0
REPLACE,11,0.008090184070169926,0.0001,0.02702672779560089,60689.64111328125,61614.0
REPLACE,12,0.005313807632774115,0.0001,0.00782164465636015,60689.64111328125,61614.0
REPLACE,13,0.005186641588807106,0.0001,0.007066335529088974,60689.64111328125,61614.0
REPLACE,14,0.0035414581652730703,0.0001,0.024653326719999313,60689.64111328125,61614.0
REPLACE,15,0.002568833762779832,0.0001,0.0030775018967688084,60689.64111328125,61614.0
REPLACE,16,0.008459185250103474,0.0001,0.015451960265636444,60689.64111328125,61614.0
REPLACE,17,0.00501609593629837,0.0001,0.0059082224033772945,60690.80126953125,61614.0
REPLACE,18,0.005879272241145372,0.0001,0.014782688580453396,60690.80126953125,61614.0
REPLACE,19,0.003503982676193118,0.0001,0.020471390336751938,60690.80126953125,61614.0
REPLACE,20,0.0039128633216023445,0.0001,0.036210473626852036,60690.80126953125,61614.0
REPLACE,21,0.0037009334191679955,0.0001,0.004255709238350391,60690.80126953125,61614.0
REPLACE,22,0.0036256678868085146,0.0001,0.016064541414380074,60690.80126953125,61614.0
REPLACE,23,0.005202328786253929,0.0001,0.011928417719900608,60690.80126953125,61614.0
REPLACE,24,0.004130334593355656,0.0001,0.02560008130967617,60691.38134765625,61614.0
REPLACE,25,0.004514337982982397,0.0001,0.00812070444226265,60691.38134765625,61614.0
REPLACE,26,0.005098095629364252,0.0001,0.01212355401366949,60691.38134765625,61614.0
REPLACE,27,0.0014890407910570502,0.0001,0.0021864708978682756,60692.54443359375,61614.0
REPLACE,28,0.0022771600633859634,0.0001,0.0019293178338557482,60692.54443359375,61614.0
REPLACE,29,0.0025653198827058077,0.0001,0.0035840345080941916,60692.54443359375,61614.0
REPLACE,30,0.004403926432132721,0.0001,0.0059890830889344215,60692.54443359375,61614.0
REPLACE,31,0.004069306887686253,0.0001,0.01027439720928669,60689.64111328125,61614.0
REPLACE,32,0.006082470528781414,0.0001,0.013966313563287258,60689.64111328125,61614.0
REPLACE,33,0.0009183086222037673,0.0001,0.002173676621168852,60689.64111328125,61614.0
REPLACE,34,0.011633021757006645,0.0001,0.00699069956317544,60689.64111328125,61614.0
REPLACE,35,0.004299447871744633,0.0001,0.011643798090517521,60689.64111328125,61614.0
REPLACE,36,0.01287006214261055,0.0001,0.030718090012669563,60689.64111328125,61614.0
REPLACE,37,0.00289626675657928,0.0001,0.0038692052476108074,60689.64111328125,61614.0
REPLACE,38,0.007015399169176817,0.0001,0.01577196829020977,60689.64111328125,61614.0
REPLACE,39,0.007104260381311178,0.0001,0.014253616333007812,60691.38134765625,61614.0
REPLACE,40,0.010052931495010853,0.0001,0.007895316928625107,60691.38134765625,61614.0
REPLACE,41,0.0038534135092049837,0.0001,0.009158222004771233,60692.54443359375,61614.0
REPLACE,42,0.012976277619600296,0.0001,0.02411506697535515,60692.54443359375,61614.0
