action,step,loss,lr,grad_norm,cuda_max_memory_allocated_mb,cuda_max_memory_reserved_mb
MIXED,1,0.0035743508487939835,3.3333333333333335e-05,0.00785468053072691,59775.40478515625,61230.0
MIXED,2,0.004941794089972973,3.3333333333333335e-05,0.0053427196107804775,60688.10205078125,61588.0
MIXED,3,0.004292607307434082,3.3333333333333335e-05,0.006454162765294313,60688.10205078125,61640.0
MIXED,4,0.0009586724336259067,3.3333333333333335e-05,0.003054187633097172,60694.88818359375,61640.0
MIXED,5,0.0025546783581376076,0.0001,0.003465997288003564,60694.88818359375,61640.0
MIXED,6,0.0037010617088526487,0.0001,0.005545357707887888,60694.88818359375,61640.0
MIXED,7,0.00618960103020072,0.0001,0.025543667376041412,60694.88818359375,61640.0
MIXED,8,0.002453353488817811,0.0001,0.004342412576079369,60694.88818359375,61640.0
MIXED,9,0.0033378901425749063,0.0001,0.027072979137301445,60694.88818359375,61640.0
MIXED,10,0.002715503564104438,0.0001,0.010445314459502697,60694.88818359375,61640.0
MIXED,11,0.003384042764082551,0.0001,0.0029613033402711153,60694.88818359375,61640.0
MIXED,12,0.004919170401990414,0.0001,0.009705736301839352,60694.88818359375,61640.0
MIXED,13,0.004379972815513611,0.0001,0.022076381370425224,60694.88818359375,61640.0
MIXED,14,0.00059747532941401,0.0001,0.0011163281742483377,60694.88818359375,61640.0
MIXED,15,0.008858981542289257,0.0001,0.019794533029198647,60694.88818359375,61640.0
MIXED,16,0.0035227001644670963,0.0001,0.012606356292963028,60694.88818359375,61640.0
MIXED,17,0.0009815031662583351,0.0001,0.005435152444988489,60694.88818359375,61640.0
MIXED,18,0.003507654182612896,0.0001,0.018937496468424797,60694.88818359375,61640.0
MIXED,19,0.003023748518899083,0.0001,0.012536824680864811,60694.88818359375,61640.0
MIXED,20,0.001327120466157794,0.0001,0.0004389234818518162,60694.88818359375,61640.0
MIXED,21,0.002327503403648734,0.0001,0.008744512684643269,60681.2841796875,61640.0
MIXED,22,0.003929011523723602,0.0001,0.007277884986251593,60694.88818359375,61640.0
MIXED,23,0.004454521927982569,0.0001,0.01022555585950613,60694.88818359375,61640.0
MIXED,24,0.004229210317134857,0.0001,0.020532818511128426,60694.88818359375,61640.0
MIXED,25,0.003516643075272441,0.0001,0.023900147527456284,60694.88818359375,61640.0
MIXED,26,0.0034572884906083345,0.0001,0.009484055452048779,60694.88818359375,61640.0
MIXED,27,0.0025803782045841217,0.0001,0.009527531452476978,60694.88818359375,61640.0
MIXED,28,0.0038546822033822536,0.0001,0.007241467013955116,60694.88818359375,61640.0
MIXED,29,0.00533188134431839,0.0001,0.01350361667573452,60694.88818359375,61640.0
MIXED,30,0.0031970480922609568,0.0001,0.010051487013697624,60694.88818359375,61640.0
MIXED,31,0.003014646004885435,0.0001,0.002666545333340764,60691.40478515625,61640.0
MIXED,32,0.009494978003203869,0.0001,0.01704619824886322,60691.40478515625,61640.0
