action,step,loss,lr,grad_norm,cuda_max_memory_allocated_mb,cuda_max_memory_reserved_mb
TRANSLATE,1,0.006288060452789068,3.3333333333333335e-05,0.008997772820293903,59779.33349609375,61234.0
TRANSLATE,2,0.0016185663407668471,3.3333333333333335e-05,0.0026583517901599407,60692.17138671875,61592.0
TRANSLATE,3,0.002317235106602311,3.3333333333333335e-05,0.006789112463593483,60693.57373046875,61592.0
TRANSLATE,4,0.0037497254088521004,3.3333333333333335e-05,0.004127687308937311,60693.57373046875,61600.0
TRANSLATE,5,0.0010108408750966191,0.0001,0.0026639390271157026,60693.57373046875,61600.0
TRANSLATE,6,0.009340498596429825,0.0001,0.016774751245975494,60694.14794921875,61600.0
TRANSLATE,7,0.0035799446050077677,0.0001,0.009681692346930504,60694.14794921875,61600.0
TRANSLATE,8,0.003074047854170203,0.0001,0.00526592880487442,60694.14794921875,61600.0
TRANSLATE,9,0.004432805813848972,0.0001,0.008439398370683193,60694.14794921875,61600.0
TRANSLATE,10,0.004131461959332228,0.0001,0.00914591271430254,60694.14794921875,61600.0
TRANSLATE,11,0.00847912859171629,0.0001,0.0076844957657158375,60694.14794921875,61600.0
TRANSLATE,12,0.004634430631995201,0.0001,0.012044110335409641,60694.14794921875,61600.0
TRANSLATE,13,0.003888420294970274,0.0001,0.009606806561350822,60694.14794921875,61600.0
TRANSLATE,14,0.00431916443631053,0.0001,0.007611726876348257,60694.14794921875,61600.0
TRANSLATE,15,0.004329035524278879,0.0001,0.006202694959938526,60694.14794921875,61600.0
TRANSLATE,16,0.003705786308273673,0.0001,0.007567065302282572,60694.14794921875,61600.0
TRANSLATE,17,0.008877123706042767,0.0001,0.02494920790195465,60694.14794921875,61600.0
TRANSLATE,18,0.002822053385898471,0.0001,0.007994815707206726,60694.14794921875,61600.0
TRANSLATE,19,0.0036266439128667116,0.0001,0.014867945574223995,60694.14794921875,61600.0
TRANSLATE,20,0.007381347008049488,0.0001,0.008890011347830296,60694.14794921875,61600.0
TRANSLATE,21,0.00046270573511719704,0.0001,0.0009405315504409373,60694.14794921875,61600.0
TRANSLATE,22,0.0030580400489270687,0.0001,0.006528842728585005,60694.14794921875,61600.0
TRANSLATE,23,0.00338196475058794,0.0001,0.012482366524636745,60694.14794921875,61600.0
TRANSLATE,24,0.004519924055784941,0.0001,0.03814788907766342,60694.14794921875,61600.0
TRANSLATE,25,0.0031923805363476276,0.0001,0.004155453760176897,60694.14794921875,61600.0
TRANSLATE,26,0.005288785323500633,0.0001,0.005801134277135134,60694.14794921875,61600.0
TRANSLATE,27,0.0034888326190412045,0.0001,0.004856499377638102,60694.14794921875,61600.0
TRANSLATE,28,0.00478169322013855,0.0001,0.0165309589356184,60694.14794921875,61600.0
TRANSLATE,29,0.009076211601495743,0.0001,0.011581869795918465,60694.14794921875,61600.0
TRANSLATE,30,0.002877457533031702,0.0001,0.010997653007507324,60694.14794921875,61600.0
TRANSLATE,31,0.0033466671593487263,0.0001,0.00436736922711134,60694.14794921875,61600.0
TRANSLATE,32,0.0029292311519384384,0.0001,0.005119513254612684,60694.14794921875,61600.0
TRANSLATE,33,0.005147835705429316,0.0001,0.02427629381418228,60694.14794921875,61600.0
TRANSLATE,34,0.0032707820646464825,0.0001,0.007178795989602804,60694.14794921875,61600.0
TRANSLATE,35,0.009649626910686493,0.0001,0.01939672790467739,60694.14794921875,61600.0
TRANSLATE,36,0.0011361443903297186,0.0001,0.0013757356209680438,60694.14794921875,61600.0
TRANSLATE,37,0.004261456895619631,0.0001,0.0070430380292236805,60694.14794921875,61600.0
