action,step,epoch,loss,lr,grad_norm,max_memory_allocated_mb,max_memory_reserved_mb,run_root
REPLACE,1,0,0.005940777715295553,3.3333333333333335e-05,0.008865401148796082,59775.79736328125,61230.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/REPLACE_20/gpu2_rank32_300steps
REPLACE,2,0,0.009414545260369778,3.3333333333333335e-05,0.021073829382658005,60687.63330078125,61588.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/REPLACE_20/gpu2_rank32_300steps
REPLACE,3,0,0.0037065448705106974,3.3333333333333335e-05,0.007119373884052038,60688.97705078125,61588.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/REPLACE_20/gpu2_rank32_300steps
REPLACE,4,0,0.006152792368084192,3.3333333333333335e-05,0.013284859247505665,60690.91845703125,61614.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/REPLACE_20/gpu2_rank32_300steps
REPLACE,5,0,0.003767311340197921,0.0001,0.009016385301947594,60691.38134765625,61614.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/REPLACE_20/gpu2_rank32_300steps
REPLACE,6,0,0.006280770059674978,0.0001,0.012250952422618866,60691.38134765625,61614.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/REPLACE_20/gpu2_rank32_300steps
REPLACE,7,0,0.0021178254391998053,0.0001,0.002217281609773636,60692.54443359375,61614.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/REPLACE_20/gpu2_rank32_300steps
REPLACE,8,0,0.004617479629814625,0.0001,0.007146952208131552,60692.54443359375,61614.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/REPLACE_20/gpu2_rank32_300steps
REPLACE,9,0,0.003898829687386751,0.0001,0.0056660971604287624,60692.54443359375,61614.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/REPLACE_20/gpu2_rank32_300steps
REPLACE,10,0,0.0010421447223052382,0.0001,0.002081236569210887,60692.54443359375,61614.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/REPLACE_20/gpu2_rank32_300steps
REPLACE,11,0,0.003015028079971671,0.0001,0.005515801254659891,60689.64111328125,61614.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/REPLACE_20/gpu2_rank32_300steps
REPLACE,12,0,0.005990431644022465,0.0001,0.024135751649737358,60689.64111328125,61614.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/REPLACE_20/gpu2_rank32_300steps
REPLACE,13,0,0.004821294918656349,0.0001,0.012023966759443283,60689.64111328125,61614.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/REPLACE_20/gpu2_rank32_300steps
REPLACE,14,0,0.005717757623642683,0.0001,0.03943537548184395,60689.64111328125,61614.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/REPLACE_20/gpu2_rank32_300steps
REPLACE,15,0,0.0013978107599541545,0.0001,0.0020086229778826237,60689.64111328125,61614.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/REPLACE_20/gpu2_rank32_300steps
REPLACE,16,0,0.0054146908223629,0.0001,0.005132938269525766,60689.64111328125,61614.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/REPLACE_20/gpu2_rank32_300steps
