action,step,epoch,loss,lr,grad_norm,max_memory_allocated_mb,max_memory_reserved_mb,run_root
TRANSLATE,1,0,0.0011023589177057147,3.3333333333333335e-05,0.002268342999741435,59779.33349609375,61234.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,2,0,0.00435988511890173,3.3333333333333335e-05,0.010858590714633465,60692.17138671875,61592.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,3,0,0.004198206588625908,3.3333333333333335e-05,0.014151915907859802,60693.57373046875,61592.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,4,0,0.004679806996136904,3.3333333333333335e-05,0.0061147985979914665,60693.57373046875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,5,0,0.008244120515882969,0.0001,0.054605502635240555,60693.57373046875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,6,0,0.0036329152062535286,0.0001,0.01054378505796194,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,7,0,0.002691809553653002,0.0001,0.008588858880102634,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,8,0,0.002745129866525531,0.0001,0.009992866776883602,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,9,0,0.004591892473399639,0.0001,0.012407482601702213,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,10,0,0.006555868312716484,0.0001,0.030124004930257797,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,11,0,0.006348056718707085,0.0001,0.01929059997200966,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,12,0,0.004251054488122463,0.0001,0.012668856419622898,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,13,0,0.0045731039717793465,0.0001,0.014291750267148018,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,14,0,0.005201980005949736,0.0001,0.009601857513189316,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,15,0,0.005074155051261187,0.0001,0.01798960007727146,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,16,0,0.005788346286863089,0.0001,0.008691024035215378,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,17,0,0.004319950006902218,0.0001,0.057673756033182144,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,18,0,0.0048710647970438,0.0001,0.025151807814836502,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,19,0,0.001815053285099566,0.0001,0.009666167199611664,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,20,0,0.016439780592918396,0.0001,0.03613487258553505,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,21,1,0.002190516097471118,0.0001,0.010093091055750847,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,22,1,0.0051593659445643425,0.0001,0.003124953480437398,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,23,1,0.007285655476152897,0.0001,0.03298725187778473,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,24,1,0.004528068471699953,0.0001,0.020259451121091843,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,25,1,0.0041478220373392105,0.0001,0.007038186304271221,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,26,1,0.0019229702884331346,0.0001,0.007272779010236263,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,27,1,0.002985584083944559,0.0001,0.005438713822513819,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,28,1,0.0021446251776069403,0.0001,0.00259544444270432,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,29,1,0.005079890135675669,0.0001,0.001988700358197093,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,30,1,0.0020602403674274683,0.0001,0.004049518145620823,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,31,1,0.004009546712040901,0.0001,0.006435107439756393,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,32,1,0.002128372434526682,0.0001,0.001079551875591278,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,33,1,0.0037087327800691128,0.0001,0.004182863514870405,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,34,1,0.018035130575299263,0.0001,0.026069659739732742,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,35,1,0.003829552559182048,0.0001,0.019217554479837418,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,36,1,0.0035365454386919737,0.0001,0.007218773011118174,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,37,1,0.009653227403759956,0.0001,0.006737905088812113,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,38,1,0.0018543879268690944,0.0001,0.002906747628003359,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,39,1,0.0035309246741235256,0.0001,0.01795508712530136,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,40,1,0.0029916686471551657,0.0001,0.007863262668251991,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,41,2,0.0035770859103649855,0.0001,0.015453148633241653,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,42,2,0.0036865330766886473,0.0001,0.005234856158494949,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,43,2,0.009824024513363838,0.0001,0.006984111852943897,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,44,2,0.002741532865911722,0.0001,0.012855714187026024,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,45,2,0.00315618934109807,0.0001,0.006141386926174164,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,46,2,0.0025355806574225426,0.0001,0.006939232349395752,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,47,2,0.0048342240042984486,0.0001,0.014314817264676094,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,48,2,0.003016066737473011,0.0001,0.0056722164154052734,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,49,2,0.015062871389091015,0.0001,0.042642489075660706,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,50,2,0.002242644550278783,0.0001,0.003953565843403339,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,51,2,0.001779321115463972,0.0001,0.0008150814101099968,60680.3681640625,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
TRANSLATE,52,2,0.0031198859214782715,0.0001,0.003856493392959237,60694.14794921875,61600.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/TRANSLATE_20/gpu2_rank32_300steps
