action,step,epoch,loss,lr,grad_norm,max_memory_allocated_mb,max_memory_reserved_mb,run_root
REMOVE,1,0,0.004681322257965803,3.3333333333333335e-05,0.01910395361483097,59769.9013671875,61276.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/REMOVE_20/gpu2_rank32_300steps
REMOVE,2,0,0.005977870896458626,3.3333333333333335e-05,0.01837126538157463,60680.2080078125,61642.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/REMOVE_20/gpu2_rank32_300steps
REMOVE,3,0,0.007984333671629429,3.3333333333333335e-05,0.027919242158532143,60681.4775390625,61642.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/REMOVE_20/gpu2_rank32_300steps
REMOVE,4,0,0.004857029300183058,3.3333333333333335e-05,0.015846818685531616,60681.4775390625,61642.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/REMOVE_20/gpu2_rank32_300steps
REMOVE,5,0,0.00622730515897274,0.0001,0.0236671045422554,60681.4775390625,61642.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/REMOVE_20/gpu2_rank32_300steps
REMOVE,6,0,0.0030804595444351435,0.0001,0.010197313502430916,60681.4775390625,61642.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/REMOVE_20/gpu2_rank32_300steps
REMOVE,7,0,0.004931766074150801,0.0001,0.01170421950519085,60681.4775390625,61642.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/REMOVE_20/gpu2_rank32_300steps
REMOVE,8,0,0.001734308898448944,0.0001,0.0025557130575180054,60681.4775390625,61642.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/REMOVE_20/gpu2_rank32_300steps
REMOVE,9,0,0.002006926340982318,0.0001,0.010665323585271835,60681.4775390625,61642.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/REMOVE_20/gpu2_rank32_300steps
REMOVE,10,0,0.0030526986811310053,0.0001,0.04306117072701454,60681.4775390625,61642.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/REMOVE_20/gpu2_rank32_300steps
