action,step,epoch,loss,lr,grad_norm,max_memory_allocated_mb,max_memory_reserved_mb,run_root
MIXED,1,0,0.00633099814876914,3.3333333333333335e-05,0.009413301013410091,59775.40478515625,61230.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,2,0,0.0029226457700133324,3.3333333333333335e-05,0.006606414448469877,60688.71142578125,61618.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,3,0,0.0006778461392968893,3.3333333333333335e-05,0.003090103156864643,60688.71142578125,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,4,0,0.0038755801506340504,3.3333333333333335e-05,0.00986418966203928,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,5,0,0.0041679139249026775,0.0001,0.009740276262164116,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,6,0,0.005382317118346691,0.0001,0.0091535784304142,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,7,0,0.0006839456618763506,0.0001,0.0011363949161022902,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,8,0,0.0018486939370632172,0.0001,0.00728104030713439,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,9,0,0.005878685042262077,0.0001,0.006154423113912344,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,10,0,0.0031662993133068085,0.0001,0.024743447080254555,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,11,0,0.008351822383701801,0.0001,0.011972193606197834,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,12,0,0.003929818980395794,0.0001,0.02567998133599758,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,13,0,0.007816518656909466,0.0001,0.009699427522718906,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,14,0,0.0012393849901854992,0.0001,0.00475869607180357,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,15,0,0.008675669319927692,0.0001,0.010255836881697178,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,16,0,0.006421728990972042,0.0001,0.026591815054416656,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,17,0,0.0036613037809729576,0.0001,0.010764839127659798,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,18,0,0.005070715211331844,0.0001,0.005132208578288555,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,19,0,0.01296649593859911,0.0001,0.03732705116271973,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,20,0,0.007727630436420441,0.0001,0.017204666510224342,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,21,0,0.0042136781848967075,0.0001,0.011215155944228172,60680.4189453125,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,22,0,0.0012740569654852152,0.0001,0.0012494424590840936,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,23,0,0.00497239176183939,0.0001,0.011532597243785858,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,24,0,0.0010164279956370592,0.0001,0.006598436273634434,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,25,0,0.0026687022764235735,0.0001,0.004135597962886095,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,26,0,0.004288168158382177,0.0001,0.005426652263849974,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,27,0,0.0028928089886903763,0.0001,0.00358369667083025,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,28,0,0.0019060844788327813,0.0001,0.003968621604144573,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,29,0,0.0033747535198926926,0.0001,0.01215424109250307,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,30,0,0.0023048282600939274,0.0001,0.0025931410491466522,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,31,0,0.004026573151350021,0.0001,0.003113199258223176,60690.43408203125,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,32,0,0.006973037030547857,0.0001,0.018602728843688965,60690.43408203125,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,33,0,0.007620546035468578,0.0001,0.018307870253920555,60690.43408203125,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,34,0,0.0012475794646888971,0.0001,0.001763367559760809,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,35,0,0.004075784236192703,0.0001,0.006311512552201748,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,36,0,0.007824881002306938,0.0001,0.010201620869338512,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,37,0,0.0033991984091699123,0.0001,0.014405064284801483,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,38,0,0.0006432731752283871,0.0001,0.0031020776368677616,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,39,0,0.001065147458575666,0.0001,0.0027850845362991095,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,40,0,0.013377680443227291,0.0001,0.028606433421373367,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,41,0,0.0038887460250407457,0.0001,0.010220122523605824,60688.71142578125,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,42,0,0.0029988791793584824,0.0001,0.0038349551614373922,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,43,0,0.0033144468907266855,0.0001,0.011344471015036106,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,44,0,0.005931781604886055,0.0001,0.014315169304609299,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,45,0,0.0008558123954571784,0.0001,0.002261869376525283,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,46,0,0.002149250591173768,0.0001,0.011700126342475414,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,47,0,0.005524287931621075,0.0001,0.007777245715260506,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,48,0,0.00448192935436964,0.0001,0.015747860074043274,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,49,0,0.0031047023367136717,0.0001,0.012614316307008266,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,50,0,0.014055845327675343,0.0001,0.021620843559503555,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,51,0,0.0046681188978254795,0.0001,0.00743007380515337,60688.71142578125,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,52,0,0.000725311110727489,0.0001,0.0013122010277584195,60688.71142578125,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,53,0,0.0037388282362371683,0.0001,0.014748725108802319,60688.71142578125,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,54,0,0.004079325590282679,0.0001,0.0031113196164369583,60693.30810546875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,55,0,0.001904588658362627,0.0001,0.0074628377333283424,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,56,0,0.0037772683426737785,0.0001,0.01120417658239603,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
MIXED,57,0,0.005896972492337227,0.0001,0.004254934377968311,60693.88232421875,61670.0,/wuqingyaoa800/qiuziyan/LoReflection/outputs/qwen_semantic_repair4_medium_v1/MIXED_80/gpu2_rank32_320steps
